Review text,Cleaned_Review,Processed_Review,Ratings,Sentiment,Sentiment_Label
Old itemREAD MORE,old item,old item,1,Negative,0
Original Yonex shuttles. excellent flight.READ MORE,original yonex shuttles excellent flight,original yonex shuttle excellent flight,5,Positive,1
Got the Product On Time and it is of best quality. :)READ MORE,got the product on time and it is of best quality,got product time best quality,5,Positive,1
Amazing at 536 rupeeREAD MORE,amazing at rupee,amazing rupee,5,Positive,1
Very good quality product...the shuttle just doesnt gives up howsomuch you beat it...sturdy enough.READ MORE,very good quality productthe shuttle just doesnt gives up howsomuch you beat itsturdy enough,good quality productthe shuttle doesnt give howsomuch beat itsturdy enough,5,Positive,1
I must say ... delivery time is perfect in every aspect..u delivered two of my product that too and different states...u really deserve these starsREAD MORE,i must say delivery time is perfect in every aspectu delivered two of my product that too and different statesu really deserve these stars,must say delivery time perfect every aspectu delivered two product different statesu really deserve star,5,Positive,1
"Am not sure if it was original shuttles, the green sticker that holds the cork skin was just getting cut in all. Never had seen such so far...READ MORE",am not sure if it was original shuttles the green sticker that holds the cork skin was just getting cut in all never had seen such so far,sure original shuttle green sticker hold cork skin getting cut never seen far,2,Negative,0
It is not original poor qualityREAD MORE,it is not original poor quality,original poor quality,1,Negative,0
good quality appreciated thnksREAD MORE,good quality appreciated thnks,good quality appreciated thnks,4,Positive,1
"Poor quality, no use for intermediate n advance d players.READ MORE",poor quality no use for intermediate n advance d players,poor quality use intermediate n advance player,4,Positive,1
Great product at less price thank you flipkart ....READ MORE,great product at less price thank you flipkart,great product less price thank flipkart,5,Positive,1
Please rate very to mach.. products very goodREAD MORE,please rate very to mach products very good,please rate mach product good,5,Positive,1
Not balancedREAD MORE,not balanced,balanced,1,Negative,0
"Good quality, good delivery service. Keep it up.READ MORE",good quality good delivery service keep it up,good quality good delivery service keep,5,Positive,1
Authentic...go for it I have  got it for only 521...thanks flipkartREAD MORE,authenticgo for it i have got it for only thanks flipkart,authenticgo got thanks flipkart,4,Positive,1
Good Prodict bt price is the same in retailshops alsoREAD MORE,good prodict bt price is the same in retailshops also,good prodict bt price retailshops also,4,Positive,1
Very gpod shuttleREAD MORE,very gpod shuttle,gpod shuttle,5,Positive,1
Good quality original from yonex. I was worried if it comes in white but hopefully they sent me nylon yellow. Thanks will purchase again for Rs.679/-READ MORE,good quality original from yonex i was worried if it comes in white but hopefully they sent me nylon yellow thanks will purchase again for rs,good quality original yonex worried come white hopefully sent nylon yellow thanks purchase r,5,Positive,1
It's a genuine product ......and delivery is very fast ...thnx to F cart ....READ MORE,its a genuine product and delivery is very fast thnx to f cart,genuine product delivery fast thnx f cart,4,Positive,1
Quality is good but are very expensive.READ MORE,quality is good but are very expensive,quality good expensive,5,Positive,1
Good experienceREAD MORE,good experience,good experience,5,Positive,1
product is 100% original. delivered fastly than promised date and paking is in good condition for both i am so happy...READ MORE,product is original delivered fastly than promised date and paking is in good condition for both i am so happy,product original delivered fastly promised date paking good condition happy,5,Positive,1
Perfect for professional playersREAD MORE,perfect for professional players,perfect professional player,5,Positive,1
Shuttle quality is not good.READ MORE,shuttle quality is not good,shuttle quality good,1,Negative,0
I was delivered Mavis 350 green cap just as the product page said. It's a medium speed shuttle which I would recommend for beginners to intermediates.READ MORE,i was delivered mavis green cap just as the product page said its a medium speed shuttle which i would recommend for beginners to intermediates,delivered mavis green cap product page said medium speed shuttle would recommend beginner intermediate,5,Positive,1
It's worthy Excellent piece of cockspurThank to the FlipkartREAD MORE,its worthy excellent piece of cockspurthank to the flipkart,worthy excellent piece cockspurthank flipkart,5,Positive,1
Stable shuttleREAD MORE,stable shuttle,stable shuttle,5,Positive,1
Durability...very goodREAD MORE,durabilityvery good,durabilityvery good,5,Positive,1
Awesome as always! Yonex rocks! 👍👍READ MORE,awesome as always yonex rocks,awesome always yonex rock,5,Positive,1
Nice one ........Can getREAD MORE,nice one can get,nice one get,5,Positive,1
Best in quality...good air time and light weight...also lasting well...loved it...READ MORE,best in qualitygood air time and light weightalso lasting wellloved it,best qualitygood air time light weightalso lasting wellloved,5,Positive,1
"Nice shuttle.speed is also fine ,you can also go fr it if are getting it below 700.READ MORE",nice shuttlespeed is also fine you can also go fr it if are getting it below,nice shuttlespeed also fine also go fr getting,4,Positive,1
Good but in every packet there is always a defective piece.. perhaps company policyREAD MORE,good but in every packet there is always a defective piece perhaps company policy,good every packet always defective piece perhaps company policy,4,Positive,1
Nice quality and came before timeREAD MORE,nice quality and came before time,nice quality came time,5,Positive,1
One of best shuttle...READ MORE,one of best shuttle,one best shuttle,5,Positive,1
"Dont buy products in flipkart, they are not gave any updates regarding product informationREAD MORE",dont buy products in flipkart they are not gave any updates regarding product information,dont buy product flipkart gave update regarding product information,1,Negative,0
Nice shuttle gud packingREAD MORE,nice shuttle gud packing,nice shuttle gud packing,5,Positive,1
Best product. On time delivery. Original product.READ MORE,best product on time delivery original product,best product time delivery original product,5,Positive,1
Nice box nice priceREAD MORE,nice box nice price,nice box nice price,5,Positive,1
Shuttle are nice thumps upREAD MORE,shuttle are nice thumps up,shuttle nice thump,4,Positive,1
best one in its class. Lucky to get itREAD MORE,best one in its class lucky to get it,best one class lucky get,5,Positive,1
Nice flight of shuttleREAD MORE,nice flight of shuttle,nice flight shuttle,5,Positive,1
Awesome it seems shuttle will last for everREAD MORE,awesome it seems shuttle will last for ever,awesome seems shuttle last ever,5,Positive,1
It's come with good prize. Super quality.READ MORE,its come with good prize super quality,come good prize super quality,4,Positive,1
Quality was good and product was genuineREAD MORE,quality was good and product was genuine,quality good product genuine,5,Positive,1
Good product and fast service from FlipkartREAD MORE,good product and fast service from flipkart,good product fast service flipkart,4,Positive,1
Good for indoor gameREAD MORE,good for indoor game,good indoor game,4,Positive,1
Good buy. Can be 5 star but the tip of the shuttle doesn't lasts long. Otherwise it's greatREAD MORE,good buy can be star but the tip of the shuttle doesnt lasts long otherwise its great,good buy star tip shuttle doesnt last long otherwise great,4,Positive,1
"Very good,, up to expectationsREAD MORE",very good up to expectations,good expectation,4,Positive,1
Good to play. Worthy productREAD MORE,good to play worthy product,good play worthy product,4,Positive,1
Good quality and nice weight so buy without worry.READ MORE,good quality and nice weight so buy without worry,good quality nice weight buy without worry,4,Positive,1
Good product. Better than Mavis 10.READ MORE,good product better than mavis,good product better mavis,5,Positive,1
Yonex mavisgood products badmintonREAD MORE,yonex mavisgood products badminton,yonex mavisgood product badminton,5,Positive,1
Packing was not up to mark.READ MORE,packing was not up to mark,packing mark,4,Positive,1
Nice product it's flight is really very nice. It's delivery time was also very good it came before 1 day dayREAD MORE,nice product its flight is really very nice its delivery time was also very good it came before day day,nice product flight really nice delivery time also good came day day,5,Positive,1
Awesome product and delivery services also goodREAD MORE,awesome product and delivery services also good,awesome product delivery service also good,5,Positive,1
Very gud product got very low price below Rs.650READ MORE,very gud product got very low price below rs,gud product got low price r,5,Positive,1
Met the expectations 👌👌READ MORE,met the expectations,met expectation,5,Positive,1
Some of shuttle were broken within 2 days usageREAD MORE,some of shuttle were broken within days usage,shuttle broken within day usage,4,Positive,1
Well packed! Received in a good condition!READ MORE,well packed received in a good condition,well packed received good condition,4,Positive,1
Ok productREAD MORE,ok product,ok product,2,Negative,0
Good n betterREAD MORE,good n better,good n better,5,Positive,1
Original product with best priceREAD MORE,original product with best price,original product best price,5,Positive,1
Vry gud productREAD MORE,vry gud product,vry gud product,5,Positive,1
Awesome product..and on time delivery adds valueREAD MORE,awesome productand on time delivery adds value,awesome productand time delivery add value,5,Positive,1
Received as mentioned in good conditionREAD MORE,received as mentioned in good condition,received mentioned good condition,4,Positive,1
Original very good product at this priceREAD MORE,original very good product at this price,original good product price,4,Positive,1
This product is pretty good at reasonable price.READ MORE,this product is pretty good at reasonable price,product pretty good reasonable price,5,Positive,1
Its genuine. Nothing more need to say.READ MORE,its genuine nothing more need to say,genuine nothing need say,5,Positive,1
Im very happy that. I got the yonex mavis 350 shuttles today only. Because i had ordered today and i got it today.READ MORE,im very happy that i got the yonex mavis shuttles today only because i had ordered today and i got it today,im happy got yonex mavis shuttle today ordered today got today,5,Positive,1
super quality and durable shuttle from yonex. Quick delivery by Flipkart what else i needREAD MORE,super quality and durable shuttle from yonex quick delivery by flipkart what else i need,super quality durable shuttle yonex quick delivery flipkart else need,5,Positive,1
Not extremely durable. But a good product nonetheless.READ MORE,not extremely durable but a good product nonetheless,extremely durable good product nonetheless,4,Positive,1
Delivered before time with nice packaging. Happy!READ MORE,delivered before time with nice packaging happy,delivered time nice packaging happy,5,Positive,1
Good shuttle boxREAD MORE,good shuttle box,good shuttle box,5,Positive,1
over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality .READ MORE,over priced shuttles coz of no competition from other brands in terms of shuttle flight and quality,priced shuttle coz competition brand term shuttle flight quality,4,Positive,1
Good quality and prompt deliveryREAD MORE,good quality and prompt delivery,good quality prompt delivery,5,Positive,1
Nice product. Very good in quality.READ MORE,nice product very good in quality,nice product good quality,4,Positive,1
I give 4* only for its quick delivery. Its look like original but not sure of its quality. After when use it then ll be get about it. I think it's cheap..READ MORE,i give only for its quick delivery its look like original but not sure of its quality after when use it then ll be get about it i think its cheap,give quick delivery look like original sure quality use get think cheap,4,Positive,1
Good product as expected..!!READ MORE,good product as expected,good product expected,5,Positive,1
The product was delivered on time and was original yonex. Happy with the quality of shuttles. I got what I orderedREAD MORE,the product was delivered on time and was original yonex happy with the quality of shuttles i got what i ordered,product delivered time original yonex happy quality shuttle got ordered,5,Positive,1
Super nice packREAD MORE,super nice pack,super nice pack,5,Positive,1
Best quatity yonex m350. Very fast delivery. Ordered on Sunday got it on Monday.READ MORE,best quatity yonex m very fast delivery ordered on sunday got it on monday,best quatity yonex fast delivery ordered sunday got monday,4,Positive,1
Best price and quality of productREAD MORE,best price and quality of product,best price quality product,5,Positive,1
Nice go for itREAD MORE,nice go for it,nice go,4,Positive,1
"Thanks your seller ,who gave me packed box of shutte ....It's really genioun productREAD MORE",thanks your seller who gave me packed box of shutte its really genioun product,thanks seller gave packed box shutte really genioun product,5,Positive,1
Its original and good to playREAD MORE,its original and good to play,original good play,5,Positive,1
"Good quality, but got just delayed in shipping the productREAD MORE",good quality but got just delayed in shipping the product,good quality got delayed shipping product,4,Positive,1
Not value for money ...better to buy in local sports storeREAD MORE,not value for money better to buy in local sports store,value money better buy local sport store,4,Positive,1
Flipkart do always best nice and geniune product 10 out of 10 flipkart thanks.....READ MORE,flipkart do always best nice and geniune product out of flipkart thanks,flipkart always best nice geniune product flipkart thanks,5,Positive,1
TopnotchREAD MORE,topnotch,topnotch,4,Positive,1
Thisproduct is veryhelpful in this servicesREAD MORE,thisproduct is veryhelpful in this services,thisproduct veryhelpful service,5,Positive,1
The product is good but the delivery was not good the box was completely flatten...READ MORE,the product is good but the delivery was not good the box was completely flatten,product good delivery good box completely flatten,4,Positive,1
Thanks flipkart for good quality productsREAD MORE,thanks flipkart for good quality products,thanks flipkart good quality product,5,Positive,1
Nice to buyREAD MORE,nice to buy,nice buy,5,Positive,1
quality is very good. thanks to seller for timely delivery.READ MORE,quality is very good thanks to seller for timely delivery,quality good thanks seller timely delivery,5,Positive,1
Worthy productsREAD MORE,worthy products,worthy product,5,Positive,1
Very Nice Shuttle Specially At This Price UltimateREAD MORE,very nice shuttle specially at this price ultimate,nice shuttle specially price ultimate,1,Negative,0
Delivered in time. The product is as excpected.Thanks to fkartREAD MORE,delivered in time the product is as excpectedthanks to fkart,delivered time product excpectedthanks fkart,5,Positive,1
Super product..I got Rs 620READ MORE,super producti got rs,super producti got r,5,Positive,1
Nice productI have received it on sunday and the product was in best condition the shuttlecock was very nice .READ MORE,nice producti have received it on sunday and the product was in best condition the shuttlecock was very nice,nice producti received sunday product best condition shuttlecock nice,5,Positive,1
Good product at best price. Delivery by Flipkart is also good. Shuttle is of best quality as usual. Thanks Flipkart.READ MORE,good product at best price delivery by flipkart is also good shuttle is of best quality as usual thanks flipkart,good product best price delivery flipkart also good shuttle best quality usual thanks flipkart,5,Positive,1
Nice product.. Perfect for intermediate players...READ MORE,nice product perfect for intermediate players,nice product perfect intermediate player,4,Positive,1
It was nice but 3 shuttles were cracked so they broked in 10 daysREAD MORE,it was nice but shuttles were cracked so they broked in days,nice shuttle cracked broked day,5,Positive,1
Value for money. Good delivery by FlipkartREAD MORE,value for money good delivery by flipkart,value money good delivery flipkart,5,Positive,1
Long time work ingREAD MORE,long time work ing,long time work ing,5,Positive,1
Very nice product. Super fast delivery.READ MORE,very nice product super fast delivery,nice product super fast delivery,4,Positive,1
Awesome job by flipcart........i m loving itREAD MORE,awesome job by flipcarti m loving it,awesome job flipcarti loving,4,Positive,1
Got it cheap but the shuttles are not lasting long. The green strip is coming off quickly and is causing the cork base to separate quickly.READ MORE,got it cheap but the shuttles are not lasting long the green strip is coming off quickly and is causing the cork base to separate quickly,got cheap shuttle lasting long green strip coming quickly causing cork base separate quickly,4,Positive,1
Good for clubREAD MORE,good for club,good club,5,Positive,1
Amazing deal ... Thanks flipkart .. I bought it only in Rs 605/READ MORE,amazing deal thanks flipkart i bought it only in rs,amazing deal thanks flipkart bought r,5,Positive,1
Good paking so fast ilike so muchREAD MORE,good paking so fast ilike so much,good paking fast ilike much,5,Positive,1
3 balls are worst conditionsREAD MORE,balls are worst conditions,ball worst condition,2,Negative,0
Original and lessprice .. HappyREAD MORE,original and lessprice happy,original lessprice happy,5,Positive,1
"One of the shuttle is not good ,the others are okayREAD MORE",one of the shuttle is not good the others are okay,one shuttle good others okay,4,Positive,1
GOOD FOR INTERMEDIATEREAD MORE,good for intermediate,good intermediate,4,Positive,1
Only 2 seemed to be original. Rest all r not upto the mark. Disappointed.READ MORE,only seemed to be original rest all r not upto the mark disappointed,seemed original rest r upto mark disappointed,1,Negative,0
Good quality and she'll lifeREAD MORE,good quality and shell life,good quality shell life,4,Positive,1
Baad qualityREAD MORE,baad quality,baad quality,1,Negative,0
"Received the package in appropriate time in a nice package, Original product best quality.READ MORE",received the package in appropriate time in a nice package original product best quality,received package appropriate time nice package original product best quality,4,Positive,1
mavis 350 is good for indoor play better go for itREAD MORE,mavis is good for indoor play better go for it,mavis good indoor play better go,5,Positive,1
This badminton shuttle is very good . This quality is very nice.READ MORE,this badminton shuttle is very good this quality is very nice,badminton shuttle good quality nice,5,Positive,1
Nice product... fully satisfied...speed of shuttle is good.READ MORE,nice product fully satisfiedspeed of shuttle is good,nice product fully satisfiedspeed shuttle good,4,Positive,1
Bought it for INR 525 during the big 10 sales. These are one of the best shuttle corks available and one would normally last for atleast 10 days with 2 hours of play a day.READ MORE,bought it for inr during the big sales these are one of the best shuttle corks available and one would normally last for atleast days with hours of play a day,bought inr big sale one best shuttle cork available one would normally last atleast day hour play day,4,Positive,1
It's good shattleREAD MORE,its good shattle,good shattle,4,Positive,1
Shuttle was light as compare to the shop purchase. May be some duplicate in itREAD MORE,shuttle was light as compare to the shop purchase may be some duplicate in it,shuttle light compare shop purchase may duplicate,1,Negative,0
Awesome for training.READ MORE,awesome for training,awesome training,5,Positive,1
Best product for outdoor playREAD MORE,best product for outdoor play,best product outdoor play,5,Positive,1
I brought this product but it's waste of money they have given used product pl don't buy this productREAD MORE,i brought this product but its waste of money they have given used product pl dont buy this product,brought product waste money given used product pl dont buy product,1,Negative,0
Packing can ve betterREAD MORE,packing can ve better,packing better,4,Positive,1
"Light weight shuttles, great for professional playing.READ MORE",light weight shuttles great for professional playing,light weight shuttle great professional playing,5,Positive,1
GrtREAD MORE,grt,grt,4,Positive,1
Nice stuttle..love itREAD MORE,nice stuttlelove it,nice stuttlelove,2,Negative,0
"NICE DELivered  PRODUCT WAS HIGH QUALITY, WHICH SHOWN IN CORTREAD MORE",nice delivered product was high quality which shown in cort,nice delivered product high quality shown cort,5,Positive,1
"Shuttles look genuine, but the packing is terrible. The box easily easily gets damaged and the shuttles inside get spoilt. They should opt for a better packing.READ MORE",shuttles look genuine but the packing is terrible the box easily easily gets damaged and the shuttles inside get spoilt they should opt for a better packing,shuttle look genuine packing terrible box easily easily get damaged shuttle inside get spoilt opt better packing,4,Positive,1
I got original Yonex malvis 350.thanks Flipkart but delivery slow.READ MORE,i got original yonex malvis thanks flipkart but delivery slow,got original yonex malvis thanks flipkart delivery slow,5,Positive,1
Best quality at best price👌READ MORE,best quality at best price,best quality best price,5,Positive,1
Nice product and reached on timeREAD MORE,nice product and reached on time,nice product reached time,5,Positive,1
Original product receivedREAD MORE,original product received,original product received,5,Positive,1
A very nice product. It is very good for beginners.READ MORE,a very nice product it is very good for beginners,nice product good beginner,5,Positive,1
Best ones for practice. Lasts long too.READ MORE,best ones for practice lasts long too,best one practice last long,5,Positive,1
Top qualityFeel real playingREAD MORE,top qualityfeel real playing,top qualityfeel real playing,5,Positive,1
very cheap priceREAD MORE,very cheap price,cheap price,5,Positive,1
Nice and orignal productREAD MORE,nice and orignal product,nice orignal product,5,Positive,1
Nice durability..... Superior in indoor court.READ MORE,nice durability superior in indoor court,nice durability superior indoor court,4,Positive,1
Good shuttles for warm climatic conditions...READ MORE,good shuttles for warm climatic conditions,good shuttle warm climatic condition,5,Positive,1
Very good packing and product. Liked itREAD MORE,very good packing and product liked it,good packing product liked,5,Positive,1
"Though I got the product around rs 620 , it was not a good shuttle and broke off in a day's play with intermediate level of play. So in all the box  lasted for 10 days  or so.READ MORE",though i got the product around rs it was not a good shuttle and broke off in a days play with intermediate level of play so in all the box lasted for days or so,though got product around r good shuttle broke day play intermediate level play box lasted day,2,Negative,0
"Last long, worth buyingREAD MORE",last long worth buying,last long worth buying,5,Positive,1
best and cheap compared to other online site ...and quality is up to the mark....READ MORE,best and cheap compared to other online site and quality is up to the mark,best cheap compared online site quality mark,4,Positive,1
Go for it if u r a beginner at badmintonREAD MORE,go for it if u r a beginner at badminton,go u r beginner badminton,4,Positive,1
Very good shuttle by yonexREAD MORE,very good shuttle by yonex,good shuttle yonex,5,Positive,1
Shuttle is v Gud at v nice price. V durableREAD MORE,shuttle is v gud at v nice price v durable,shuttle v gud v nice price v durable,5,Positive,1
Good quality product i liked itREAD MORE,good quality product i liked it,good quality product liked,5,Positive,1
"It is very good shuttle.long lasting, balancing..READ MORE",it is very good shuttlelong lasting balancing,good shuttlelong lasting balancing,5,Positive,1
Very good balance in the shuttle with less durable. But while playing it will give a great experienceREAD MORE,very good balance in the shuttle with less durable but while playing it will give a great experience,good balance shuttle less durable playing give great experience,5,Positive,1
good for smash shotREAD MORE,good for smash shot,good smash shot,5,Positive,1
Just awsm delivery and very good productREAD MORE,just awsm delivery and very good product,awsm delivery good product,5,Positive,1
Good quality shuttle.... Enjoy playing....READ MORE,good quality shuttle enjoy playing,good quality shuttle enjoy playing,5,Positive,1
Good product for indoorREAD MORE,good product for indoor,good product indoor,4,Positive,1
Lasts for long timeREAD MORE,lasts for long time,last long time,4,Positive,1
Mavis 350 are much in demand now. Best shuttles for intermediate to semi pro players.READ MORE,mavis are much in demand now best shuttles for intermediate to semi pro players,mavis much demand best shuttle intermediate semi pro player,5,Positive,1
Perfect for intermediate playersREAD MORE,perfect for intermediate players,perfect intermediate player,5,Positive,1
High quality product. Good for amateurs like me.READ MORE,high quality product good for amateurs like me,high quality product good amateur like,5,Positive,1
Two shuttles were defective stars for prompt deliveryREAD MORE,two shuttles were defective stars for prompt delivery,two shuttle defective star prompt delivery,4,Positive,1
Received the barrel with seal. Happy with the product.READ MORE,received the barrel with seal happy with the product,received barrel seal happy product,4,Positive,1
Product is in not good enoughREAD MORE,product is in not good enough,product good enough,2,Negative,0
worst product in online purchase please consider my review..READ MORE,worst product in online purchase please consider my review,worst product online purchase please consider review,1,Negative,0
Best for indoor playing.READ MORE,best for indoor playing,best indoor playing,5,Positive,1
Very good one Nd v r hppy with this product Actly v r vry dbtfl with the online shoping nd allBt ma frnds all r hpy with this Tnk u filpkart .....READ MORE,very good one nd v r hppy with this product actly v r vry dbtfl with the online shoping nd allbt ma frnds all r hpy with this tnk u filpkart,good one nd v r hppy product actly v r vry dbtfl online shoping nd allbt frnds r hpy tnk u filpkart,5,Positive,1
"Hello Friends,I would like to tell you that I play the badminton on a regular basis with my friends and this shuttle is our first choice because, as we practised daily 1-2 hours this shuttle last 4-6 days. Also, Most of the time it damages from a crown / fur area rather than cork. A good product for beginners.READ MORE",hello friendsi would like to tell you that i play the badminton on a regular basis with my friends and this shuttle is our first choice because as we practised daily hours this shuttle last days also most of the time it damages from a crown fur area rather than cork a good product for beginners,hello friendsi would like tell play badminton regular basis friend shuttle first choice practised daily hour shuttle last day also time damage crown fur area rather cork good product beginner,4,Positive,1
"Good, find no issue,READ MORE",good find no issue,good find issue,4,Positive,1
"There was a small delay in delivery, however product is good...READ MORE",there was a small delay in delivery however product is good,small delay delivery however product good,5,Positive,1
Fully satisfied.....READ MORE,fully satisfied,fully satisfied,4,Positive,1
Very Good product but packing is not goodREAD MORE,very good product but packing is not good,good product packing good,4,Positive,1
Nice projectREAD MORE,nice project,nice project,5,Positive,1
Best shuttle you can get for playing both outdoors and indoors.READ MORE,best shuttle you can get for playing both outdoors and indoors,best shuttle get playing outdoors indoors,5,Positive,1
Ya its v gudREAD MORE,ya its v gud,ya v gud,5,Positive,1
Superb quality as aspected... 👍READ MORE,superb quality as aspected,superb quality aspected,5,Positive,1
As I m a beginner it is excellent but will not do for professionals as it is slow for them. Otherwise a classy product for beginners like meREAD MORE,as i m a beginner it is excellent but will not do for professionals as it is slow for them otherwise a classy product for beginners like me,beginner excellent professional slow otherwise classy product beginner like,5,Positive,1
Best product thanksREAD MORE,best product thanks,best product thanks,5,Positive,1
Excellent delivery from flipkart. Authentic productsREAD MORE,excellent delivery from flipkart authentic products,excellent delivery flipkart authentic product,5,Positive,1
Delivered in a day and at best price. Happy to receive.READ MORE,delivered in a day and at best price happy to receive,delivered day best price happy receive,5,Positive,1
Good and reasonable offersREAD MORE,good and reasonable offers,good reasonable offer,5,Positive,1
Thanks for your team for timely deliveryREAD MORE,thanks for your team for timely delivery,thanks team timely delivery,5,Positive,1
"Hi Everyone, I am using this shuttle and it is worth to buy if you play in indoor court then you can buy it.READ MORE",hi everyone i am using this shuttle and it is worth to buy if you play in indoor court then you can buy it,hi everyone using shuttle worth buy play indoor court buy,4,Positive,1
It was nice experienceREAD MORE,it was nice experience,nice experience,4,Positive,1
Great product at this priceCan i get this offer againREAD MORE,great product at this pricecan i get this offer again,great product pricecan get offer,5,Positive,1
Price offer goodREAD MORE,price offer good,price offer good,4,Positive,1
"Get good corks as usual.thank u flipkart.lov it so much.""READ MORE",get good corks as usualthank u flipkartlov it so much,get good cork usualthank u flipkartlov much,5,Positive,1
Nice product and worthble priceREAD MORE,nice product and worthble price,nice product worthble price,5,Positive,1
Third quality.READ MORE,third quality,third quality,1,Negative,0
This is and amazing and outstanding offer dont miss itREAD MORE,this is and amazing and outstanding offer dont miss it,amazing outstanding offer dont miss,5,Positive,1
"Bad item , no weight unsutable for outdooeREAD MORE",bad item no weight unsutable for outdooe,bad item weight unsutable outdooe,1,Negative,0
Really worth buying. Go ahead and buy. Game onREAD MORE,really worth buying go ahead and buy game on,really worth buying go ahead buy game,5,Positive,1
These shuttle r d best among d available for outdoor or indoor......delivery by fk was on time...  But the price is highREAD MORE,these shuttle r d best among d available for outdoor or indoordelivery by fk was on time but the price is high,shuttle r best among available outdoor indoordelivery fk time price high,4,Positive,1
"100% original product, worth buyingREAD MORE",original product worth buying,original product worth buying,5,Positive,1
Good shape and good qualityREAD MORE,good shape and good quality,good shape good quality,4,Positive,1
very quality product supeer 5starREAD MORE,very quality product supeer star,quality product supeer star,5,Positive,1
I got nice piecesREAD MORE,i got nice pieces,got nice piece,4,Positive,1
Today i am totally hearted by delivery boy of his rudely behaviour:-(During delivery timeREAD MORE,today i am totally hearted by delivery boy of his rudely behaviourduring delivery time,today totally hearted delivery boy rudely behaviourduring delivery time,1,Negative,0
This is an average quality product.READ MORE,this is an average quality product,average quality product,2,Negative,0
Item seal already openedREAD MORE,item seal already opened,item seal already opened,2,Negative,0
Nice shuttle. Good for outdoor games.READ MORE,nice shuttle good for outdoor games,nice shuttle good outdoor game,5,Positive,1
Got the product package perfectly. The seal was not broken. played  for the day . Best in classREAD MORE,got the product package perfectly the seal was not broken played for the day best in class,got product package perfectly seal broken played day best class,5,Positive,1
ThnxREAD MORE,thnx,thnx,4,Positive,1
Best product ever seenREAD MORE,best product ever seen,best product ever seen,5,Positive,1
super prductREAD MORE,super prduct,super prduct,4,Positive,1
The shuttle s very slow not up to the mark. Waste of money. Better try other seller.READ MORE,the shuttle s very slow not up to the mark waste of money better try other seller,shuttle slow mark waste money better try seller,1,Negative,0
In my location at direct sport showrooms i bought it for just Rs.630. Online business is too much trickyREAD MORE,in my location at direct sport showrooms i bought it for just rs online business is too much tricky,location direct sport showroom bought r online business much tricky,1,Negative,0
Product is okay  but its cheaper if you buy offlineREAD MORE,product is okay but its cheaper if you buy offline,product okay cheaper buy offline,5,Positive,1
Packing quality very...poor...but product is genuineREAD MORE,packing quality verypoorbut product is genuine,packing quality verypoorbut product genuine,2,Negative,0
Just okay Simply go for it.READ MORE,just okay simply go for it,okay simply go,5,Positive,1
"The shuttle was brand new,the packing was very good,delhivery delivered on time,the shuutle was exelent for indoorREAD MORE",the shuttle was brand newthe packing was very gooddelhivery delivered on timethe shuutle was exelent for indoor,shuttle brand newthe packing gooddelhivery delivered timethe shuutle exelent indoor,5,Positive,1
Nice shuttle from yonex and got it on a reasonable price. Thanks FlipkartREAD MORE,nice shuttle from yonex and got it on a reasonable price thanks flipkart,nice shuttle yonex got reasonable price thanks flipkart,5,Positive,1
Good & durableREAD MORE,good durable,good durable,4,Positive,1
The product is good for players.READ MORE,the product is good for players,product good player,5,Positive,1
Good for daily player..READ MORE,good for daily player,good daily player,4,Positive,1
Very gud quality productREAD MORE,very gud quality product,gud quality product,4,Positive,1
"I paid 700, it's worth paying that money for it.READ MORE",i paid its worth paying that money for it,paid worth paying money,5,Positive,1
Purchased it at rs.730 expected some more discount...But quality is good...Original product from Flipkart!!!READ MORE,purchased it at rs expected some more discountbut quality is goodoriginal product from flipkart,purchased r expected discountbut quality goodoriginal product flipkart,5,Positive,1
Genuine product & perfect delivery time.READ MORE,genuine product perfect delivery time,genuine product perfect delivery time,4,Positive,1
"Supb, I am really happy to buy this shuttle. It's very good quality product. Don't think go ahead.READ MORE",supb i am really happy to buy this shuttle its very good quality product dont think go ahead,supb really happy buy shuttle good quality product dont think go ahead,4,Positive,1
Very nice ExcellentREAD MORE,very nice excellent,nice excellent,5,Positive,1
Good product for proffesional players long lasting shuttle good one flipkart .Thanks for a good product I am thinking of purchasing in bulk.READ MORE,good product for proffesional players long lasting shuttle good one flipkart thanks for a good product i am thinking of purchasing in bulk,good product proffesional player long lasting shuttle good one flipkart thanks good product thinking purchasing bulk,5,Positive,1
Received a very good set. Ideal flight.READ MORE,received a very good set ideal flight,received good set ideal flight,5,Positive,1
Yonex mavis 350 is very strong Excellent shuttlesREAD MORE,yonex mavis is very strong excellent shuttles,yonex mavis strong excellent shuttle,4,Positive,1
Product is good and got the best price on FK.READ MORE,product is good and got the best price on fk,product good got best price fk,5,Positive,1
Yonex Mac is 350 is a best quality productsREAD MORE,yonex mac is is a best quality products,yonex mac best quality product,5,Positive,1
Its really fabREAD MORE,its really fab,really fab,5,Positive,1
These are great for playing outside. They are durable and don't break easy. Very good weight for ameture player's.READ MORE,these are great for playing outside they are durable and dont break easy very good weight for ameture players,great playing outside durable dont break easy good weight ameture player,4,Positive,1
Best practice shuttlesCork back ensures you the feel of shuttles and is durable(best for 4 long matches)READ MORE,best practice shuttlescork back ensures you the feel of shuttles and is durablebest for long matches,best practice shuttlescork back ensures feel shuttle durablebest long match,5,Positive,1
